2018_10_15 06:21:12,294,209
2018_10_15 06:21:14,289,216
2018_10_15 06:21:15,288,214
2018_10_15 06:21:16,288,219
2018_10_15 06:21:17,271,202
2018_10_15 06:21:18,294,222
2018_10_15 06:21:19,291,216
2018_10_15 06:21:20,270,189
2018_10_15 06:21:24,280,176
2018_10_15 06:21:26,292,232
2018_10_15 06:21:27,288,197
2018_10_15 06:21:33,288,208
2018_10_15 06:21:34,299,207
2018_10_15 06:21:35,286,211
2018_10_15 06:21:36,295,199
2018_10_15 06:21:37,245,200
2018_10_15 06:21:38,292,175
2018_10_15 06:21:39,295,213
2018_10_15 06:21:45,287,180
2018_10_15 06:21:47,302,207
2018_10_15 06:21:48,292,196
2018_10_15 06:21:49,291,186
2018_10_15 06:21:50,296,182
2018_10_15 06:21:51,283,158
2018_10_15 06:21:52,270,175
2018_10_15 06:21:54,289,186
2018_10_15 06:21:57,293,195
2018_10_15 06:22:00,303,201
2018_10_15 06:22:01,297,208
2018_10_15 06:22:02,302,219
2018_10_15 06:22:03,286,219
2018_10_15 06:22:04,305,215
2018_10_15 06:22:05,313,226
2018_10_15 06:22:06,288,207
2018_10_15 06:22:07,290,198
2018_10_15 06:22:08,296,204
2018_10_15 06:22:09,308,182
2018_10_15 06:22:10,307,201
2018_10_15 06:22:12,292,214
2018_10_15 06:22:13,295,189
2018_10_15 06:22:14,298,200
2018_10_15 06:22:17,308,217
2018_10_15 06:22:20,309,218
2018_10_15 06:22:21,303,217
2018_10_15 06:22:22,303,229
2018_10_15 06:22:28,312,219
2018_10_15 06:22:30,301,219
2018_10_15 06:22:31,281,217
2018_10_15 06:22:32,298,201
2018_10_15 06:22:33,303,172
2018_10_15 06:22:34,307,164
2018_10_15 06:22:37,306,202
2018_10_15 06:22:38,295,193
2018_10_15 06:22:39,269,225
2018_10_15 06:22:41,285,204
2018_10_15 06:22:42,284,219
2018_10_15 06:22:44,278,206
2018_10_15 06:22:45,304,197
2018_10_15 06:22:46,302,210
2018_10_15 06:22:47,305,207
2018_10_15 06:23:12,286,211
2018_10_15 06:23:13,295,221
2018_10_15 06:23:17,304,216
2018_10_15 06:23:18,301,208
2018_10_15 06:23:19,289,217
2018_10_15 06:23:20,279,195
2018_10_15 06:23:24,302,229
2018_10_15 06:24:03,306,205
2018_10_15 06:24:13,303,217
2018_10_15 06:24:16,286,206
2018_10_15 06:24:17,286,200
2018_10_15 06:24:19,292,220
2018_10_15 06:24:20,304,211
2018_10_15 06:24:21,284,194
2018_10_15 06:24:22,284,209
2018_10_15 06:24:23,292,226
2018_10_15 06:24:24,287,211
2018_10_15 06:24:25,299,185
2018_10_15 06:24:46,303,197
2018_10_15 06:24:47,311,188
2018_10_15 06:24:48,303,190
2018_10_15 06:24:49,309,227
2018_10_15 06:24:50,295,217
2018_10_15 06:24:51,289,191
2018_10_15 06:24:52,284,200
2018_10_15 06:24:53,294,215
2018_10_15 06:24:54,292,221
2018_10_15 06:24:56,297,206
2018_10_15 06:24:57,282,187
2018_10_15 06:25:26,315,204
2018_10_15 06:25:28,278,187
2018_10_15 06:25:30,315,217
2018_10_15 06:25:35,296,211
2018_10_15 06:25:52,300,225
2018_10_15 06:25:53,308,223
2018_10_15 06:26:03,301,213
2018_10_15 06:26:36,283,181
2018_10_15 06:26:40,280,194
2018_10_15 06:27:16,282,193
2018_10_15 06:27:21,300,213
2018_10_15 06:27:28,307,188
2018_10_15 06:27:29,302,192
2018_10_15 06:27:35,305,189
2018_10_15 06:27:36,305,192
2018_10_15 06:27:37,306,194
2018_10_15 06:27:39,307,183
2018_10_15 06:27:40,298,207
2018_10_15 06:27:41,287,214
2018_10_15 06:27:43,294,216
2018_10_15 06:27:44,291,226
2018_10_15 06:27:45,282,216
2018_10_15 06:27:46,289,224
2018_10_15 06:27:47,299,220
2018_10_15 06:27:51,287,212
2018_10_15 06:27:56,304,202
2018_10_15 06:27:57,311,216
2018_10_15 06:27:59,284,207
2018_10_15 06:28:00,300,219
2018_10_15 06:28:01,308,217
2018_10_15 06:28:02,300,232
2018_10_15 06:28:03,284,210
2018_10_15 06:28:07,300,208
2018_10_15 06:28:08,306,233
2018_10_15 06:28:09,299,235
2018_10_15 06:28:12,309,215
2018_10_15 06:28:13,290,211
2018_10_15 06:28:14,291,214
2018_10_15 06:28:15,299,184
2018_10_15 06:28:16,307,190
2018_10_15 06:28:17,306,191
2018_10_15 06:28:18,296,215
2018_10_15 06:28:20,293,226
2018_10_15 06:28:21,302,224
2018_10_15 06:28:22,297,229
2018_10_15 06:28:23,307,221
2018_10_15 06:28:24,290,197
2018_10_15 06:28:29,297,201
2018_10_15 06:28:30,282,183
2018_10_15 06:28:31,287,183
2018_10_15 06:28:33,307,221
2018_10_15 06:28:34,297,218
2018_10_15 06:28:36,311,226
2018_10_15 06:28:37,277,214
2018_10_15 06:28:38,267,216
2018_10_15 06:28:39,298,219
2018_10_15 06:28:40,294,183
2018_10_15 06:28:41,289,199
2018_10_15 06:28:44,305,214
2018_10_15 06:28:57,291,221
2018_10_15 06:29:09,287,224
2018_10_15 06:29:13,286,221
2018_10_15 06:29:14,294,222
2018_10_15 06:29:15,297,222
2018_10_15 06:29:16,298,212
2018_10_15 06:29:17,293,212
2018_10_15 06:29:18,291,204
2018_10_15 06:29:19,285,221
2018_10_15 06:29:20,296,199
2018_10_15 06:29:26,315,206
2018_10_15 06:29:48,301,176
2018_10_15 06:29:50,306,176
2018_10_15 06:30:15,300,204
2018_10_15 06:30:36,305,204
2018_10_15 06:30:37,288,212
2018_10_15 06:30:38,291,202
2018_10_15 06:30:40,284,225
2018_10_15 06:30:41,281,217
2018_10_15 06:30:42,284,222
2018_10_15 06:30:43,291,209
2018_10_15 06:30:44,295,215
2018_10_15 06:30:45,306,220
2018_10_15 06:30:46,299,214
2018_10_15 06:30:47,304,210
2018_10_15 06:30:48,293,205
2018_10_15 06:30:49,292,214
2018_10_15 06:30:50,302,224
2018_10_15 06:30:52,291,217
2018_10_15 06:30:57,297,224
2018_10_15 06:30:58,306,220
2018_10_15 06:31:30,291,208
2018_10_15 06:31:31,282,204
2018_10_15 06:31:32,277,158
2018_10_15 06:31:33,297,204
2018_10_15 06:31:35,272,185
2018_10_15 06:31:36,283,201
2018_10_15 06:31:37,289,181
2018_10_15 06:31:38,291,211
2018_10_15 06:31:39,287,192
2018_10_15 06:31:40,305,219
2018_10_15 06:31:43,275,202
2018_10_15 06:31:46,308,179
2018_10_15 06:31:56,306,217
2018_10_15 06:32:00,301,224
2018_10_15 06:32:59,283,200
2018_10_15 06:33:07,307,233
2018_10_15 06:33:10,295,220
2018_10_15 06:33:12,303,228
2018_10_15 06:33:19,305,208
2018_10_15 06:33:23,292,211
2018_10_15 06:33:24,304,221
2018_10_15 06:33:25,296,202
2018_10_15 06:33:26,305,213
2018_10_15 06:33:27,286,217
2018_10_15 06:33:28,301,215
2018_10_15 06:33:29,297,193
2018_10_15 06:33:30,297,209
2018_10_15 06:33:31,279,204
2018_10_15 06:33:32,301,210
2018_10_15 06:33:33,280,209
2018_10_15 06:33:35,267,185
2018_10_15 06:33:36,278,193
2018_10_15 06:33:37,285,197
2018_10_15 06:33:38,301,210
2018_10_15 06:33:57,277,230
2018_10_15 06:33:58,300,214
2018_10_15 06:34:01,295,196
2018_10_15 06:34:02,280,219
2018_10_15 06:34:04,301,198
2018_10_15 06:34:10,305,222
2018_10_15 06:34:42,309,209
2018_10_15 06:34:45,297,204
2018_10_15 06:34:46,293,199
2018_10_15 06:34:47,301,198
2018_10_15 06:34:48,288,227
2018_10_15 06:34:49,299,184
2018_10_15 06:35:14,4,38
2018_10_15 06:35:16,112,84
2018_10_15 06:35:16,159,119
2018_10_15 06:35:18,147,73
2018_10_15 06:35:19,145,141
2018_10_15 06:35:21,107,99
2018_10_15 06:35:23,30,59
2018_10_15 06:35:23,23,31
2018_10_15 06:35:25,25,24
2018_10_15 06:35:27,28,23
2018_10_15 06:35:29,36,35
2018_10_15 06:35:30,24,29
2018_10_15 06:35:32,31,21
2018_10_15 06:35:34,30,21
2018_10_15 06:35:36,29,18
2018_10_15 06:35:39,25,18
2018_10_15 06:35:42,280,223
2018_10_15 06:35:43,297,221
2018_10_15 06:35:44,294,194
2018_10_15 06:35:45,297,184
2018_10_15 06:35:46,288,193
2018_10_15 06:35:47,287,202
2018_10_15 06:36:35,300,217
2018_10_15 06:36:36,304,193
2018_10_15 06:36:39,311,212
2018_10_15 06:37:09,299,217
2018_10_15 06:37:18,298,217
2018_10_15 06:37:22,290,199
2018_10_15 06:37:35,294,180
2018_10_15 06:37:39,284,189
2018_10_15 06:37:40,286,197
2018_10_15 06:38:27,310,215
2018_10_15 06:39:02,301,195
2018_10_15 06:39:04,295,185
2018_10_15 06:39:05,280,214
2018_10_15 06:39:06,276,218
2018_10_15 06:39:07,280,212
2018_10_15 06:39:08,297,213
2018_10_15 06:39:10,299,210
2018_10_15 06:39:11,300,223
2018_10_15 06:39:12,305,228
2018_10_15 06:39:14,289,213
2018_10_15 06:39:18,298,226
2018_10_15 06:39:19,292,215
2018_10_15 06:39:20,286,216
2018_10_15 06:39:21,290,211
2018_10_15 06:39:22,294,212
2018_10_15 06:39:23,291,220
2018_10_15 06:39:24,278,212
2018_10_15 06:39:25,302,221
2018_10_15 06:39:27,291,222
2018_10_15 06:39:28,289,195
2018_10_15 06:39:29,303,209
2018_10_15 06:39:30,298,192
2018_10_15 06:39:31,293,210
2018_10_15 06:39:32,298,196
2018_10_15 06:39:33,309,210
2018_10_15 06:39:34,309,214
2018_10_15 06:39:50,306,198
2018_10_15 06:39:53,306,187
2018_10_15 06:39:54,307,233
2018_10_15 06:39:55,305,214
2018_10_15 06:39:58,298,234
2018_10_15 06:39:59,301,233
2018_10_15 06:40:00,297,226
2018_10_15 06:40:01,292,224
2018_10_15 06:40:02,299,218
2018_10_15 06:40:03,284,202
2018_10_15 06:40:05,283,214
2018_10_15 06:40:06,285,187
2018_10_15 06:40:07,277,199
2018_10_15 06:40:08,278,186
2018_10_15 06:40:12,298,206
2018_10_15 06:40:39,299,198
2018_10_15 06:40:40,295,234
2018_10_15 06:40:44,298,227
2018_10_15 06:40:45,301,217
2018_10_15 06:40:46,309,212
2018_10_15 06:40:47,314,217
2018_10_15 06:40:52,306,215
2018_10_15 06:40:53,299,217
2018_10_15 06:40:54,309,213
2018_10_15 06:40:55,311,213
2018_10_15 06:40:57,299,226
2018_10_15 06:40:58,291,221
2018_10_15 06:40:59,299,209
2018_10_15 06:41:00,276,210
2018_10_15 06:41:01,297,214
2018_10_15 06:41:02,298,213
2018_10_15 06:41:03,299,213
2018_10_15 06:41:04,305,188
2018_10_15 06:41:05,303,183
2018_10_15 06:41:06,303,208
2018_10_15 06:41:14,301,210
2018_10_15 06:41:15,290,219
2018_10_15 06:41:17,291,209
2018_10_15 06:41:18,299,198
2018_10_15 06:41:19,310,220
2018_10_15 06:41:20,307,215
2018_10_15 06:41:21,303,204
2018_10_15 06:41:23,305,227
2018_10_15 06:41:24,288,221
2018_10_15 06:41:25,291,203
2018_10_15 06:41:26,290,216
2018_10_15 06:41:27,275,211
2018_10_15 06:41:28,285,216
2018_10_15 06:41:29,302,215
2018_10_15 06:41:31,287,225
2018_10_15 06:41:32,284,204
2018_10_15 06:41:33,280,214
2018_10_15 06:41:37,313,187
2018_10_15 06:41:38,312,182
2018_10_15 06:41:39,311,224
2018_10_15 06:41:40,314,219
2018_10_15 06:41:41,309,224
2018_10_15 06:41:42,308,218
2018_10_15 06:41:45,304,226
2018_10_15 06:41:47,284,216
2018_10_15 06:41:48,275,208
2018_10_15 06:41:49,294,191
2018_10_15 06:41:50,288,212
2018_10_15 06:41:53,298,205
2018_10_15 06:41:54,306,207
2018_10_15 06:41:55,291,221
2018_10_15 06:41:56,293,194
2018_10_15 06:41:57,274,189
2018_10_15 06:41:58,291,223
2018_10_15 06:42:00,295,213
2018_10_15 06:42:01,296,205
2018_10_15 06:42:02,299,207
2018_10_15 06:42:03,302,228
2018_10_15 06:42:04,287,213
2018_10_15 06:42:13,299,233
2018_10_15 06:42:14,286,217
2018_10_15 06:42:16,307,226
2018_10_15 06:42:17,300,201
2018_10_15 06:42:18,304,205
2018_10_15 06:42:21,314,220
2018_10_15 06:42:24,298,191
2018_10_15 06:42:25,277,172
2018_10_15 06:42:26,305,183
2018_10_15 06:42:27,308,224
2018_10_15 06:42:28,291,190
2018_10_15 06:42:29,283,218
2018_10_15 06:42:30,271,213
2018_10_15 06:42:33,268,227
2018_10_15 06:42:34,289,221
2018_10_15 06:42:36,283,207
2018_10_15 06:42:37,294,212
2018_10_15 06:42:47,267,223
2018_10_15 06:42:49,287,223
2018_10_15 06:42:50,296,186
2018_10_15 06:42:51,288,166
2018_10_15 06:42:52,306,194
2018_10_15 06:42:53,288,206
2018_10_15 06:42:54,305,224
2018_10_15 06:42:55,298,206
2018_10_15 06:42:56,302,220
2018_10_15 06:42:57,303,204
2018_10_15 06:42:58,286,205
2018_10_15 06:42:59,295,214
2018_10_15 06:43:01,303,217
2018_10_15 06:43:02,303,205
2018_10_15 06:43:03,290,196
2018_10_15 06:43:04,303,200
2018_10_15 06:43:05,292,203
2018_10_15 06:43:06,294,220
2018_10_15 06:43:07,297,217
2018_10_15 06:43:08,304,221
2018_10_15 06:43:09,302,223
2018_10_15 06:43:13,289,209
2018_10_15 06:43:14,304,222
2018_10_15 06:43:15,288,226
2018_10_15 06:43:20,256,234
2018_10_15 06:43:22,276,219
2018_10_15 06:43:26,278,222
2018_10_15 06:43:27,279,226
2018_10_15 06:43:28,289,209
2018_10_15 06:43:31,296,223
2018_10_15 06:43:41,299,227
2018_10_15 06:43:42,305,226
2018_10_15 06:43:43,284,206
2018_10_15 06:43:44,286,193
2018_10_15 06:43:47,299,209
2018_10_15 06:43:51,308,220
2018_10_15 06:43:52,305,219
2018_10_15 06:43:53,304,223
2018_10_15 06:43:54,305,226
2018_10_15 06:43:55,304,202
2018_10_15 06:43:56,300,190
2018_10_15 06:43:57,305,209
2018_10_15 06:43:58,295,221
2018_10_15 06:43:59,287,207
2018_10_15 06:44:00,309,218
2018_10_15 06:44:13,300,202
2018_10_15 06:44:16,311,233
2018_10_15 06:44:17,307,225
2018_10_15 06:44:18,308,230
2018_10_15 06:44:20,295,222
2018_10_15 06:44:21,296,209
2018_10_15 06:44:24,313,200
2018_10_15 06:44:25,302,211
2018_10_15 06:44:27,294,212
2018_10_15 06:44:30,293,206
2018_10_15 06:44:30,47,54
2018_10_15 06:44:32,21,10
2018_10_15 06:44:33,158,118
2018_10_15 06:44:34,16,33
2018_10_15 06:44:57,299,184
2018_10_15 06:44:58,246,180
2018_10_15 06:44:59,193,185
2018_10_15 06:45:01,180,177
2018_10_15 06:45:02,190,156
2018_10_15 06:45:03,140,113
2018_10_15 06:45:04,197,130
2018_10_15 06:45:06,191,141
2018_10_15 06:45:07,189,143
2018_10_15 06:45:08,200,150
2018_10_15 06:45:09,179,124
2018_10_15 06:45:16,204,84
2018_10_15 06:45:18,195,90
2018_10_15 06:45:19,191,98
2018_10_15 06:45:20,197,137
2018_10_15 06:45:21,181,117
2018_10_15 06:45:22,125,52
2018_10_15 06:45:23,107,44
2018_10_15 06:45:24,127,43
2018_10_15 06:45:25,247,58
2018_10_15 06:45:26,219,44
2018_10_15 06:45:26,301,137
2018_10_15 06:45:27,41,56
2018_10_15 06:45:28,158,118
2018_10_15 06:45:35,15,18
2018_10_15 06:45:37,12,35
2018_10_15 06:45:58,19,61
2018_10_15 06:46:00,212,85
2018_10_15 06:46:00,158,119
2018_10_15 06:46:02,266,116
2018_10_15 06:46:02,31,226
2018_10_15 06:46:03,259,110
2018_10_15 06:46:05,260,92
2018_10_15 06:46:07,280,131
2018_10_15 06:46:07,41,232
2018_10_15 06:46:08,205,75
2018_10_15 06:46:09,32,232
2018_10_15 06:46:10,182,119
2018_10_15 06:46:25,14,19
2018_10_15 06:46:28,22,26
2018_10_15 06:46:29,282,195
2018_10_15 06:46:30,296,185
2018_10_15 06:46:32,299,200
2018_10_15 06:46:33,296,192
2018_10_15 06:46:34,279,188
2018_10_15 06:46:35,288,192
2018_10_15 06:46:36,287,176
2018_10_15 06:46:37,305,165
2018_10_15 06:46:38,303,198
2018_10_15 06:46:39,309,182
2018_10_15 06:46:41,294,170
2018_10_15 06:46:42,306,189
2018_10_15 06:47:04,280,201
2018_10_15 06:47:17,278,194
2018_10_15 06:47:30,315,205
2018_10_15 06:47:31,287,217
2018_10_15 06:47:32,287,218
2018_10_15 06:47:35,259,235
2018_10_15 06:47:39,290,200
2018_10_15 06:47:40,284,200
2018_10_15 06:47:42,299,176
2018_10_15 06:47:44,305,213
2018_10_15 06:48:05,289,193
2018_10_15 06:48:06,290,212
2018_10_15 06:48:07,295,216
2018_10_15 06:48:08,291,217
2018_10_15 06:48:09,281,220
2018_10_15 06:48:10,290,220
2018_10_15 06:48:12,274,197
2018_10_15 06:48:13,276,184
2018_10_15 06:48:14,297,193
2018_10_15 06:48:15,277,182
2018_10_15 06:48:16,304,228
2018_10_15 06:48:17,284,194
2018_10_15 06:48:18,304,173
2018_10_15 06:48:22,299,215
2018_10_15 06:49:31,129,69
2018_10_15 06:49:32,291,35
2018_10_15 06:49:33,268,116
2018_10_15 06:49:34,156,121
2018_10_15 06:49:35,258,157
2018_10_15 06:49:44,14,16
2018_10_15 06:49:46,5,36
2018_10_15 06:49:50,20,15
2018_10_15 06:49:51,9,17
2018_10_15 06:49:53,9,25
2018_10_15 06:49:59,274,199
2018_10_15 06:50:12,277,195
2018_10_15 06:50:21,272,202
2018_10_15 06:50:22,291,227
2018_10_15 06:50:23,270,191
2018_10_15 06:50:24,316,220
2018_10_15 06:50:25,310,228
2018_10_15 06:50:27,309,228
2018_10_15 06:50:27,263,131
2018_10_15 06:50:28,285,27
2018_10_15 06:50:29,202,83
2018_10_15 06:50:29,156,119
2018_10_15 06:50:31,35,60
2018_10_15 06:50:53,303,175
2018_10_15 06:50:57,299,167
2018_10_15 06:50:59,292,187
2018_10_15 06:51:36,303,207
2018_10_15 06:51:40,295,198
2018_10_15 06:51:45,314,177
2018_10_15 06:51:46,304,207
2018_10_15 06:51:47,300,162
2018_10_15 06:51:48,295,167
2018_10_15 06:51:53,305,166
2018_10_15 06:51:54,304,166
2018_10_15 06:51:55,305,171
2018_10_15 06:51:57,305,172
2018_10_15 06:51:58,309,182
2018_10_15 06:51:59,307,226
2018_10_15 06:52:00,307,202
2018_10_15 06:52:03,302,184
2018_10_15 06:52:31,305,182
2018_10_15 06:52:40,313,212
2018_10_15 06:52:41,282,193
2018_10_15 06:52:42,284,196
2018_10_15 06:52:43,291,188
2018_10_15 06:52:44,250,187
2018_10_15 06:52:45,294,188
2018_10_15 06:52:46,295,197
2018_10_15 06:52:48,285,196
2018_10_15 06:52:49,283,222
2018_10_15 06:52:50,291,225
2018_10_15 06:52:51,288,202
2018_10_15 06:52:52,296,227
2018_10_15 06:52:58,283,202
2018_10_15 06:53:00,300,188
2018_10_15 06:53:01,300,167
2018_10_15 06:53:03,309,160
2018_10_15 06:53:04,300,175
2018_10_15 06:53:05,299,174
2018_10_15 06:53:06,303,175
2018_10_15 06:53:07,305,176
2018_10_15 06:53:08,302,170
2018_10_15 06:53:09,310,185
2018_10_15 06:53:10,310,174
2018_10_15 06:53:12,300,202
2018_10_15 06:53:20,297,192
2018_10_15 06:53:36,312,212
2018_10_15 06:53:39,279,197
2018_10_15 06:53:46,263,98
